,advisor,author,created,abstract,uri,title,discipline
766,"Cavagnoud, Robin","Prieto Mendoza, Bertha María",2019-12,"La organización de la lucha contra el acoso sexual callejero inició en Perú en el año 2012. El año 2015, se promulgó una ley para obligar al Estado a prevenirlo y sancionarlo. Cantantes, actrices, políticas y otras mujeres públicas, además de todas las mujeres que manifestaron sus testimonios usando las redes sociales, lo convirtieron en un problema nacional y lo llevaron al Congreso. Las respaldaban datos importantes que se dieron a conocer con la primera investigación sobre el acoso sexual callejero en Perú el año 2013. Se supo que 9 de cada 10 habían sido acosadas sexualmente en espacios públicos en Lima y 7 de cada 10 en Perú. Este dato es, de hecho, importante, pero habla de cuántas, y no de cuánto, es decir de la frecuencia. Este estudio tiene como objetivo cuantificar todo el acoso sexual callejero que experimentan quince mujeres universitarias de 18 a 29 años de Lima en solo dos semanas y mostrar cuáles son sus significados. A través de un nuevo método de registro, creado a partir de una revisión crítica de las encuestas peruanas sobre victimización, se registró un total de ciento ochenta casos de victimización, de los cuales ciento sesenta y nueve (94%) correspondieron a algún tipo de acoso sexual callejero. La modalidad más recurrente fue la de miradas lascivas, seguida de gestos sexuales. No se encontró un patrón respecto al horario en el que ocurrieron los sucesos, se deben al tiempo de exposición en el espacio público. Ser acosada sexualmente por un desconocido en la calle o el transporte significa sentir de cerca la posibilidad de ser víctima de una violación sexual y ocurre a diario en un periodo importante de la vida de las mujeres y otras identidades que el patriarcado busca someter.",http://hdl.handle.net/20.500.12404/16423,Registros de acoso sexual callejero en Perú desde una perspectiva feminista y victimológica,Sociología
767,"Vega Centeno Sara Lafosse, Pablo","Matos Marcelo, Sylvia Janet",2018,"Como requisito para obtener el título de Licenciado en Sociología, el presente informe profesional brinda la sistematización del proceso de reasentamiento de la ciudad de Morococha entre los años 2006 a 2013, en el marco del proyecto minero Toromocho, en la región Junín, provincia de Yauli, distritos de Morococha y Yauli. El informe profesional recoge las experiencias en el proceso de elaboración del Estudio de
Impacto Ambiental (EIA), específicamente, en lo que se refiere a los instrumentos de gestión social. En el caso de Toromocho, por haber implicado un reasentamiento, se elaboró también el Plan de Acción de Reasentamiento (PAR), el Plan de Mudanza y, finalmente, el Plan de Participación Ciudadana (PPC), para la aprobación del EIA.
En el primer capítulo se realiza una descripción del área de influencia social del proyecto, la cual abarca dos distritos de la provincia de Yauli región Junín: los distritos de Morococha y Yauli. El segundo capítulo refiere a la caracterización de la zona, la cual resalta el hecho de que se trata de un contexto urbano y acoge una población de extensa tradición minera. En el tercer capítulo se presenta la metodología de la elaboración del EIA; asimismo, se ofrecen detalles de la
elaboración de los tres instrumentos de gestión social. En el cuarto capítulo se describe el proceso participativo que condujo el reasentamiento en el año 2012. En el quinto capítulo se describe el proceso de mudanza de manera que se profundiza en algunos hitos y sus objetivos, como el censo de la población. En el sexto capítulo se presentan evidencias de los cambios en la calidad de vida de la población a partir del análisis de los principales indicadores de nivel de desarrollo social. En el último capítulo se señalan las lecciones aprendidas del proceso que condujo el reasentamiento de la ciudad",http://hdl.handle.net/20.500.12404/13183,"Asesoría Técnica para el reasentamiento de la ciudad de Morococha, Junín, 2006 - 2017",Sociología
768,"Vega Centeno Sara Lafosse, Pablo","Soto Arias, Clara Daniela Milagros",2021,"La presente investigación analiza los efectos que tienen los procesos de
reasentamientos en las poblaciones reubicadas partiendo de un enfoque de la
sociología de la vida cotidiana y del habitar, ahondado, mediante la metodología
cualitativa orientada a las experiencias de vida de las personas. Para ello, se
tomó como caso de estudio el reasentamiento de la Nueva Ciudad de Belén en
Iquitos. En ese sentido se encontró que, ante la acción del Estado, como un actor
exógeno que influye en la planificación urbana de la Amazonía a través del
reasentamiento, se genera un cambio inminente en el espacio cotidiano de las
personas reasentadas. Como respuesta, las familias ponen en práctica
estrategias cotidianas para poder desempeñarse en el nuevo espacio, las cuales
evidencian experiencias diferenciadas de habitar la ciudad para cada persona
según familias y al interior de éstas. Asimismo, la experiencia del
reasentamiento, permitió visibilizar las dimensiones a través de las cuales las
personas construyen sus percepciones del espacio habitado. Se concluye así
que, ante un mismo evento que supone el cambio de hábitat para un mismo
grupo, cada persona experimenta y percibe de manera diferenciada el espacio,
dependiendo de las dimensiones que consideran importantes en la construcción
de sus experiencias de vida cotidiana.",http://hdl.handle.net/20.500.12404/18660,"Tener la casa soñada, no es vivir como soñamos: estrategias de vida cotidiana de las familias reasentadas en la Nueva Ciudad De Belén, Iquitos",Sociología
769,"Cavagnoud, Robin Thierry Florent","Martínez Zavala, Vania Edith",2018,"La presente investigación tiene como objetivo analizar el surgimiento de nuevas
formas de vulnerabilidad en las mujeres de la comunidad nativa de Cuninico (Loreto),
ocasionadas por un derrame de petróleo ocurrido en junio del 2014, así como las
estrategias de adaptación que ellas han elaborado para poder mitigar y sobrellevar
sus impactos. Para lograr dicho objetivo, se ha buscado i) describir el suceso del
derrame acontecido en la comunidad, así como las respuestas de los organismos
estatales y la empresa Petroperú; ii) analizar las consecuencias en la economía, salud, alimentación y relaciones de pareja dentro de la familia; asimismo, a raíz de las consecuencias iii) analizar el surgimiento de nuevas formas de vulnerabilidad en las mujeres de Cuninico; y finalmente iv) analizar las estrategias de adaptación que han surgido para mitigar el impacto. Los métodos de investigación utilizados para lograr dicho objetivo fueron la elaboración de entrevistas semiestructuradas, historias de vida, grupos focales, observación participante y conversaciones informales que fueron anotadas en un cuaderno de campo. Estos métodos se desarrollaron durante tres estadías realizadas en la comunidad de Cuninico. La primera estadía fue en octubre del 2016; la segunda en febrero del 2017, y la última en octubre del 2017. Asimismo, se recurrió a una revisión de fuentes primarias, como artículos periodísticos, documentos, informes, cartas y resoluciones de organismos estatales, así como una revisión de fuentes secundarias, tales como libros y artículos académicos. Los principales hallazgos de la investigación son los siguientes: i) Existe una descoordinación en las respuestas por parte de los organismos estatales para abordar los impactos generados por el derrame de petróleo, así como una falta de
reconocimiento por parte de la empresa Petroperú con respecto a los daños en la
flora, fauna y salud de los pobladores. ii) El derrame de petróleo afectó a la comunidad de Cuninico en diferentes ámbitos: económico, mediante una inflación de precios en los productos de subsistencia; alimentación, al haber escasez de pescado y poca fertilidad en los suelos; salud, por medio del surgimiento de nuevas enfermedades; y en las relaciones de pareja dentro de la familia, al haber una ruptura del sistema anterior de solidaridad y apoyo mutuo que organizaba la familia, producto de las largas temporadas en que el hombre se ausenta del hogar. iv) A raíz de las consecuencias han surgido nuevas formas de vulnerabilidad en las mujeres como una sobrecarga de tareas; el enfrentamiento diario con las enfermedades que presentan ellas y sus hijos; complicaciones en los embarazos y abortos que han surgido como producto de la contaminación, así como el debilitamiento de organizaciones lideradas por ellas debido a la escasez de agua que atraviesa la comunidad. Finalmente, se identificaron estrategias en el ámbito doméstico y público por parte de las mujeres ante el surgimiento de nuevas formas de vulnerabilidad. v) Respecto al ámbito doméstico, hay una mayor participación en actividades económicas; existe una mayor inversión del tiempo diario, por parte de las mujeres, en la recolección de agua limpia para evitar enfermedades en sus hijos, así como para llevarlos a la posta de salud; por otra parte, en el ámbito público han surgido dos nuevas organizaciones de mujeres, las cuales tienen como objetivo recaudar fondos para sobrellevar los gastos en alimentación, salud y educación de sus hijos",http://hdl.handle.net/20.500.12404/12611,Nuevas formas de vulnerabilidad y estrategias implementadas por las mujeres a partir de un derrame de petróleo : el caso de la comunidad nativa de Cuninico,Sociología
770,"Vargas Winstanley, Silvana Eugenia","Diaz Trelles, María Alexandra",2015,"La investigación aborda, desde un enfoque sociocultural, las condiciones y prácticas de cuidado infantil en la comunidad nativa asháninka Alto Sondoveni. Esta se ubica en el distrito de Rio Negro, provincia de Satipo, departamento de Junín. La relevancia de la investigación recae en altas tasas de desnutrición crónica infantil existentes en gran parte de las comunidades nativas y, de modo particular, en la comunidad de estudio. El aporte desde las ciencias sociales es valioso, ya que la desnutrición no solo refleja una cuestión de alimentos, sino también de desigualdades sociales.
La metodología aplicada en el estudio fue de tipo exploratoria-cualitativa. De tal modo, la recolección de información se basó en la entrevista a profundidad con las madres de niños menores a los 5 años y la observación participante en sus hogares. Lo que se buscó fue comprender las prácticas de cuidado infantil desde la perspectiva de las madres (desde sus valores, opiniones, experiencias) y desde sus propios espacios (considerando sus estrategias, oportunidades y obstáculos).
Dentro de los hallazgos, se describe el entorno comunal y familiar en que habitan los niños menores de 5 años de la comunidad. Asimismo, se caracterizan las prácticas de cuidado infantil que tienen las madres, poniendo énfasis en los campos de alimentación, salud e higiene. Por último, la discusión está centrada en el análisis de estas prácticas y la relación con las condiciones del entorno (político, económico, social, cultural). De ello, se concluye que las particularidades del territorio, las relaciones con el mercado local y los cambios en la identidad cultural son ejes claves para entender el cuidado infantil en estos contextos.",http://hdl.handle.net/20.500.12404/9356,"""Así criamos acá"" Análisis sociocultural de las condiciones y prácticas de cuidado infantil en una comunidad nativa Asháninka de la Región Junín",Sociología
771,"Panfichi Huamán, Aldo Italo","Ramírez Farías, Tania Lucía",2013,"¿Bajo qué condiciones las demandas, actores y discursos que se construyen en la arena de la movilización social pueden proyectarse a la arena de la representación política y la competencia electoral a nivel local? La tesis aborda la compleja relación entre arena social y electoral a partir del caso de la movilización social en contra de los planes de extracción minera a gran escala en una provincia rica en biodiversidad ubicada en la sierra norte del Perú. A partir de la reconstrucción de la experiencia electoral de la organización política local “Agro Sí”, el estudio describe cómo los recursos organizativos y discursivos asociados a la protesta en contra de la minería en esa zona– y en contra del proyecto minero “Río Blanco” en particular- fueron capitalizados por políticos locales para acceder al gobierno municipal. Proponemos que el caso expresa un tipo de representación que logró traducir elementos de la lógica contenciosa a la arena electoral. Sin embargo, en ausencia de partidos, persistencia del personalismo y una economía política donde las decisiones sobre el extractivismo se concentran aun en el nivel nacional de gobierno, esta representación subnacional no está exenta de tensiones entre las organizaciones sociales de base y los gobernantes electos.",http://hdl.handle.net/20.500.12404/12139,"“Las comunidades a gobernar, las rondas a fiscalizar”: La traducción de procesos de movilización al gobierno local (Huancabamba - Piura)",Sociología
772,"Bobadilla Díaz, Percy Alberto","Mezarina Muriel, Rodrigo",2018,"La presente tesis analiza las distintas estrategias de acción de boxeadores amateur
en un contexto de crisis institucional de la organización deportiva que los respalda: la
Federación Deportiva Peruana de Boxeo. Estos atletas atraviesan por un periodo de inactividad en el que se les prohíbe competir y realizar campamentos de entrenamiento en el exterior del país. La investigación se basa en una metodología
de corte cualitativa y de carácter exploratorio. Las principales herramientas de recojo
de información fueron entrevistas semiestructuradas a siete deportistas masculinos,
conversaciones informales y revisión de archivo. Para contextualizar el punto de partida, se ha desarrollado una breve descripción de la organización deportiva en sí, las condiciones previas a la crisis institucional y el impacto para los deportistas y su percepción sobre su permanencia en una organización caótica. Seguidamente, se identifican los motivos de los boxeadores sobre su continuidad o renuncia al equipo nacional. De esta forma, las estrategias de resguardo que emplean aquellos que continúan se fundamentan en actividades de apoyo que alivian sus responsabilidades cotidianas, el sentido de vocación y las oportunidades que les brindaría futuros logros dentro. Por otro lado, jóvenes que buscan una alternativa al boxeo amateur recurren a estrategias de salida mediante sus redes sociales vinculadas al deporte y la FDPB, su status social de deportista de élite y sus conocimientos adquiridos en su trayectoria como parte del equipo nacional",http://hdl.handle.net/20.500.12404/12395,¿Subir al ring o colgar los guantes? : un análisis de las estrategias de boxeadores amateur en un contexto de crisis institucional de la Federación Deportiva Peruana de Boxeo,Sociología
773,"Muñoz Cabrejo, Fanni Genoveva","Giesecke Chero, Micaela",2018,"El amor ha sido materia de discusión en diversas áreas de conocimiento, arte y de la vida cotidiana. Desde la sociología, la presente se pregunta por las representaciones sociales en torno al amor de las jóvenes lesbianas de sectores altos de Lima Metropolitana, así como por la influencia de sus trayectorias personales, familiares y autoidentificación en la construcción de tales representaciones. Para responder estas y otras interrogantes, se aplicaron entrevistas a nueve jóvenes lesbianas pertenecientes a los sectores altos de Lima y se analizaron sus relatos biográficos desde la sociología de la estructuración social, el posestructuralismo y el enfoque de género. Se hallaron dos aproximaciones al amor entre las jóvenes: del amor romántico al confluente y hacia el amor confluente. Por otro lado, se encontraron tres secretos en la vivencia del amor de las jóvenes. Se trata del secreto del mundo interno, con el entorno y con la pareja. Lo ya mencionado se vincula, entre otros factores, a la especificidad de su posición social en los sectores altos de Lima Metropolitana, desde una orientación sexual ""disidente"" de la norma heterosexual",http://hdl.handle.net/20.500.12404/12396,Representaciones sociales en torno al amor en jóvenes lesbianas de sectores altos de Lima Metropolitana,Sociología
774,"Pereyra Cáceres, Omar","Ñiquen Castro-Pozo, Jimena Adriana",2018,"Esta tesis se aproxima al rol del suelo y la vivienda en las trayectorias de reproducción y movilidad social de los sectores populares de Lima. Para ello, se presenta un estudio de casos de familias fundadoras de Huaycán, un antiguo proyecto planificado de ocupación. El objeto de estudio son las estrategias residenciales y de acceso al suelo que llevan a cabo las familias, cuyo análisis muestra una paradoja. En lugar de permanecer en zonas consolidadas de la ciudad con mejor localización, un grupo de familias, también en proceso de movilidad social ascendente, adquiere lotes en las zonas de expansión. La teoría de campos de Pierre Bourdieu, en diálogo con la sociología urbana y la teoría de acción racional, y la metodología de enfoque biográfico y etnográfico han permitido comprender dicha práctica. El mecanismo causal que explica que sólo ese grupo de familias decida acceder a lotes es el capital social, que se manifiesta en la aparición de algún conocido o amigo que invita a las familias a “jugar” en el campo del mercado informal de suelo. Dicha aparición constituye una circunstancia que se genera a partir de la
acumulación desigual del capital social a lo largo de las trayectorias de vida de los miembros de las familias fundadoras. Finalmente, se evidencia que la estrategia de acceso a lotes brinda soporte subjetivo para las familias fundadoras demostrando así que la coexistencia de la lógica de necesidad y la de acumulación son claves para comprender el comportamiento de los sectores populares en procesos de movilidad social ascendente",http://hdl.handle.net/20.500.12404/12400,"Entre la necesidad y la acumulación. Una aproximación al rol del suelo y la vivienda en los procesos de reproducción y movilidad social de los sectores populares. El caso de las familias fundadoras de Huaycán, Lima",Sociología
775,"Paredes Gonzales, Maritza Victoria","Ramírez Caparó, Lía",2018,"El objetivo de este documento es comprender la visión de la élite cusqueña en torno a la reforma agraria durante los años más álgidos de la Revuelta Campesina (1962-1964). Para esto, asumo tres argumentos. En primer lugar, que la élite, opuesto a lo comúnmente pensado, se presenta a favor de una reforma agraria. En segundo lugar, que su mirada sobre esta plantea un proyecto de gubernamentalidad jerárquico y racializado. Y en tercer lugar, que esta propuesta esta empapada de las corrientes internacionales de modernización de la Alianza para el Progreso y los imaginarios locales del indigenismo purista. Este documento se compone de cinco capítulos. En los dos primeros se introducen los planteamientos teóricos y metodológicos, y se hace una contextualización del agro cusqueño y las elites. En el tercer capítulo, presentaré los planteamientos modernizadores de la Alianza para el Progreso y la influencia discursiva que tuvieron en la elite cusqueña durante las revueltas campesinas. En el cuarto capítulo respondo a la pregunta principal del documento exponiendo las visiones de la élite cusqueña en torno a la reforma agraria. Finalmente, en el quinto capítulo presento las aproximaciones finales, las dificultades y los puntos que deja abierta esta investigación",http://hdl.handle.net/20.500.12404/12397,La reforma agraria desde las élites cusqueñas : un proyecto de gubernamentalidad para el campesinado indígena (1962-1964),Sociología
776,"Paredes Gonzales, Maritza Victoria","Gómez Perochena, Tania Daniela",2019-07,"En el 2015 el pueblo indígena amazónico wampis, uno de los
protagonistas del conflicto de Bagua (2009), logra la articulación del Gobierno
territorial Autónomo de la Nación Wampis GTANW), siendo la primera
autonomía indígena del Perú. Esta investigación busca presentar un rastreo del
proceso de aprendizaje de las diferentes estrategias de defensa territorial que
los wampis han articulado creativamente, para llegar finalmente a la del
autogobierno basado en el territorio integral (sistema de vida wampis). Esto
implica la reorganización interna de una nación indígena que reta los marcos
legales, territoriales y políticos del Estado peruano y de la política indígena.",http://hdl.handle.net/20.500.12404/14562,Reinventar el Estado desde la autonomía indígena : un rastreo del proceso de la articulación del Gobierno Territorial Autónomo de la Nación Wampis (GTANW),Sociología
777,"Benavides Abanto, Carlos Martín","Delgado Duncan, Ariana Milagros",2017,"El período de 1940 a 1980 corresponde a la configuración de Lima como una ciudad metrópoli, lo que supuso que más personas en la capital hagan uso de sus espacios públicos y, en especial, de sus playas durante el verano. Ancón es un distrito-balneario que destaca frente a los balnearios de Lima por su antigüedad, permanencia en el tiempo, y conflictos entre grupos sociales respecto a la apropiación de sus playas. En donde se presenta al grupo veraneante (propietarios de los inmuebles del balneario) que restringe a los residentes (pobladores que viven durante todo el año en Ancón) y bañistas (personas que asisten a pasar el día a las playas) del acceso a los espacios públicos. Consecuentemente, surge el interés por estudiar los modos de apropiación de los espacios públicos de Ancón y, por ello, se estableció como pregunta de investigación ¿cuáles han sido las consecuencias de las transformaciones urbanas ocurridas por la metropolización de Lima en las prácticas de apropiación del espacio público de los residentes y veraneantes de Ancón desde 1970 a la actualidad? Para abordarla se planteó los siguientes objetivos: (i) identificar y analizar los modos de apropiación en la historia que han vivido los residentes y los veraneantes en los espacios públicos de Ancón desde 1970 a la actualidad, (ii) identificar y analizar los cambios geográficos y la forma de apropiación del espacio público por parte de los residentes y los veraneantes en el distritobalneario de Ancón durante el período de 1970 hasta hoy en día, y (iii) analizar
las percepciones de los residentes y los veraneantes de Ancón respecto al proceso de apropiación del espacio público que ha sucedido desde 1970 hasta la actualidad en el distrito-balneario. Respecto a los hallazgos, se presentan (i) la migración de varias familias veraneantes a los balnearios del sur, (ii) el fortalecimiento y la diversificación de las prácticas de segregación en los espacios públicos, por parte del grupo veraneante hacia los residentes y bañistas, y (iii) la ampliación de los espacios
de encuentro (espacios públicos, espacios pseudo públicos y espacios privatizados).",http://hdl.handle.net/20.500.12404/9547,Entre yates y anconetas : La disputa por la apropiación del espacio público en Ancón de 1970 a la actualidad,Sociología
778,"Muñoz Cabrejo, Fanni Genoveva","Atencio Briceño, Gene Kevin",2017,"En la presente investigación se identifican los factores que limitan la inclusión de
políticas educativas en la agenda de decisiones de la Municipalidad de Cieneguilla en favor de la educación inicial no escolarizada, teniendo en cuenta que esta entidad tiene un rol que cumplir, tal como se indica en las ““Normas para la planificación, creación, implementación, funcionamiento, evaluación, renovación y cierre de los Programas No Escolarizados de Educación Inicial –Pronoei”. Se seleccionó el distrito de Cieneguilla como caso, dado que cuenta con un Gobierno Local de medio tamaño y hay presencia de Pronoeis en su jurisdicción territorial. Se procedió a realizar entrevistas semiestructuradas tanto a actores públicos como privados y, además, se hizo una profunda revisión de documentación relevante. Los hallazgos de la investigación muestran que los factores que limitan el ingreso de alguna política en favor de los Pronoei a la agenda de decisiones son: 1) programas, proyectos y actividades que realiza o realizará la Municipalidad, no se relacionan con los Pronoei, con excepción del proyecto “Mejoramiento de las condiciones de infraestructura”, 2) falta de información de las autoridades acerca de las funciones de la Municipalidad para con los Pronoei, 3) percepción de las autoridades que el grupo social afectado es minoritario y se localiza en las zonas más alejadas de Cieneguilla, y que la problemática de los Pronoei no es una novedad, 4) desconocimiento de los mecanismos de participación ciudadana: Presupuesto Participativo y Comités de Gestión, 5) organizaciones aisladas, por lo que no tienen otras fuentes de información, 6) la falta de visualización de las consecuencias reales de mantener las carencias de los Pronoei, 7) tres criterios de evaluación de proyectos en cada uno de los mecanismos de participación ciudadana ponen en clara desventaja a las poblaciones más alejadas y con menos recursos económicos, y 8) el criterio para apoyar alguna petición de los ciudadanos es que esta esté alineada a los intereses de la Municipalidad",http://hdl.handle.net/20.500.12404/10274,Factores que limitan la inclusión de políticas educativas en la agenda de decisiones del Gobierno Local en favor de la educación inicial no escolarizada : el caso de la Municipalidad de Cieneguilla,Sociología
779,"Muñoz Cabrejo, Fanni Genoveva","Grández Moreno, Félix",2011,"Este informe tiene como objetivo general presentar el trabajo desarrollado por el autor en la Oficina de Desarrollo Estratégico y Cooperación Internacional de la Defensoría del Pueblo del Perú en el periodo 2001 - 2006. En síntesis, se trata de presentar una labor que influyó significativamente en el proceso de cambio institucional que tuvo lugar en esta entidad, en medio de lo cual se creó la primera Canasta de Fondos en el Perú",http://hdl.handle.net/20.500.12404/12615,Un sociólogo en el foro de los abogados : el caso de la cooperación internacional y la creación de la Canasta de Fondos en la Defensoría del Pueblo,Sociología
780,"Santos Anaya, Martín Christian","Okawara Contreras, Sumi Maria",2021,"La siguiente investigación analiza el caso de los obreros agrícolas de la
agroexportadora Monsanto Perú S.A en Ica. Se busca analizar de qué manera
los mecanismos, dispositivos y estrategias de poder influyen en la formación de
la percepción del riesgo a la salud de los obreros. Se examinan las formas de
poder presentes en las interacciones sociales de los obreros en el entorno social
y laboral. La metodología elegida fue la cualitativa y se empleó el estudio de caso
descriptivo.
Para ello, las principales teorías usadas para el trabajo son la sociedad
del riesgo y contrapoder de Ulrich Beck (1998, 2004, 2009, 2011), las nuevas
clases globales de Saskia Sassen (2007), el sufrimiento ambiental y la
normalización de la espera de Auyero (2008, 2012) y los dispositivos de
denegación del poder de Berger (2016); estas ofrecen un marco útil para analizar
de manera general y luego específica el papel de las dinámicas de poder en la
percepción de los riesgos.
Los resultados obtenidos apuntan a que los mecanismos, estrategias o
dispositivos de poder surgidos en las interacciones entre el Estado, las
Corporaciones y los afectados incentivan la normalización del riesgo en zonas
altamente contaminantes relacionadas a la agroexportación y producción de
semillas; sin embargo, existe un margen de acción de los obreros agrícolas, pero
limitado.",http://hdl.handle.net/20.500.12404/18543,Dinámicas de poder y riesgos tóxicos: El caso de los obreros agrícolas de Monsanto - Ica,Sociología
781,"Delgado Pugley, Deborah","Sagástegui Briceño, Gustavo Jesús",2021,"Esta investigación tiene como finalidad comprender cómo se construye
actualmente “lo popular limeño” en contextos de desigualdad urbana a partir de
las dinámicas de Pragmática Popular que se dan en la articulación de la
organización popular-comunitaria con las actividades educativas que realiza el
colectivo Hip Hop Qhispikay en el barrio de 7 de Octubre.
Por un lado, se identificará el proceso histórico social y político que ha
permitido la consolidación de una propuesta de Educación Popular Hip Hop y
una plataforma organizada de colectivos del “Hip Hop Organizado”.
A partir de identificar los procesos de reactivación política juvenil, en
esta tesis comprenderemos el surgimiento del movimiento contracultural Hip
Hop en Lima así como su desarrollo en la dimensión educativa. Ambos con un
fuerte eje transversal de participación política juvenil alternativa que ha
desarrollado diferentes agencias políticas y espacios de formación y activación.
Por otro lado, buscamos comprender las lógicas alternativas de
organización y participación política barrial que se desarrollan en la actualidad
basándonos en el proyecto Casa Qhispikay y analizaremos sus implicancias en
las dinámicas del proceso de educación popular, su propuesta y recursos.
Siendo así, en la investigación identificamos a los niños y niñas como actores
fundamentales en el desarrollo del proceso impulsado por el colectivo Hip Hop
Qhispikay. Estas prácticas no solo desarrollan capacidades artísticas
individuales, sino que están vinculadas a procesos de organización barrial y de
desarrollo de entornos democráticos reales para la comunidad fomentando la
organización y participación.
Mencionado esto, en la investigación se identificará las prácticas de Pragmática
Popular desarrolladas en el caso estudiado. Además de ver cómo estos
procesos tienen efecto en los productos artísticos generados en las actividades
del colectivo y de los miembros.
En suma, esta investigación concluirá presentando los principales elementos
de las lógicas de resistencia y luchas democráticas, así como la construcción
de la Pragmática Popular como una herramienta legítima de agencia
comunitaria y el desarrollo de subjetividades políticas alternativas para las y los
vecinos del cerro 7 de Octubre centrándonos en las actividades de la Casa
Qhispikay.",http://hdl.handle.net/20.500.12404/18664,Pragmática popular y construcción de lo popular limeño en contextos de desigualdad urbana: Colectivo Qhispikay y educación popular en el hip hop organizado,Sociología
782,"Vega-Centeno Sara-Lafosse, Pablo","Bernales Wuan, Diana Cristina",2017,"La presente investigación es un estudio exploratorio sobre los cambios que vienen ocurriendo en los modos de vida urbanos de los últimos 20 años de quienes dejan un barrio (la mayor parte de veces de origen irregular) para ir a residir en un condominio, tomando como caso concreto de estudio el conjunto residencial “Los Parques del Agustino”. En específico, interesa conocer cómo los habitantes del condominio de “Los Parques del Agustino” usan y se apropian de las áreas comunes o públicas de su entorno y cómo este ha sido transformado a partir de los ideales del “modo de vida moderno” el cual ha sido propuesto por la inmobiliaria Viva Graña y Montero, constructora del Conjunto Residencial. Esta investigación es de carácter cualitativo. Se realizaron etnografías en los espacios públicos y áreas comunes para así poder entender y analizar la interacción de sus habitantes en horarios distintos (mañana, tarde y noche). Asimismo, se aplicaron entrevistas a fin de identificar el modo de vida que se construye a partir de las aspiraciones de los habitantes. De modo
complementario, se hizo una revisión de documentos relacionados a la constitución del conjunto residencial y del distrito de El Agustino. El interaccionismo simbólico es el marco conceptual que guía la investigación, ya que éste hace hincapié en la interacción social como fuente principal de construcción de la sociedad, y mediante ella se puede analizar la vida cotidiana de los habitantes del condominio, así como sus representaciones del modo de vida deseado.",http://hdl.handle.net/20.500.12404/9548,"Del Barrio al condominio: Cambios y continuidades en el modo de vida de los habitantes de un condominio en zona urbana periférica de Lima: El caso de ""Los Parques del Agustino""",Sociología
783,"Del Águila Marchena, Levy","Rodríguez García, María Fernanda",2019-09,"La presente investigación analiza el proceso de negociación e intentos de implementación del Proyecto “Tierra Prometida” durante la gestión de la alcaldesa Susana Villarán en la Municipalidad Metropolitana de Lima. El proyecto planteaba la reubicación de cerca de 2 000 comerciantes ambulantes ubicados en las inmediaciones del Mercado Mayorista “La Parada” (en adelante, MM1) en La Victoria en el marco su reubicación, en el 2011, al nuevo Gran Mercado Mayorista de Lima en Santa Anita. El proyecto, sin embargo, no se llegó a concretar durante la gestión de Villarán y, actualmente, 5 años después, tampoco hay señales de que esto ocurra.
El estudio se enfoca en la relación entre los actores políticos y sociales involucrados en el proyecto durante los últimos tres años de la gestión de Villarán (2012-2014). Así, se busca responder en qué medida las dificultades en este proceso, en particular entre la MML y los comerciantes ambulantes, incidieron en la realización del proyecto. Para ello, se reconstruye la ruta del proyecto a partir de un enfoque de “rastreo de procesos” (Mahoney, 2007) tanto desde documentos públicos e internos de la gestión y noticias en los medios de comunicación como desde los actores involucrados en las distintas etapas del mismo, siendo claves los funcionarios municipales y regidores del Concejo Municipal durante la gestión y los representantes de los comerciantes minoristas. Los hallazgos dan luces a la relación que se establece entre el Estado y los comerciantes ambulantes en los proyectos de formalización del comercio ambulatorio en la ciudad",http://hdl.handle.net/20.500.12404/15058,En búsqueda de la Tierra Prometida: (des) encuentros entre Estado y Sociedad en la implementación del proyecto de traslado de los comerciantes minoristas de La Parada (2012-2014),Sociología
784,"Santos Anaya, Martín Christian","Canelo Castillo, Rodrigo José",2020,"El mercado de libros en el jirón Amazonas (Lima), conocido también como la ‘Feria de
libros Amazonas’, no es solo un lugar en donde se compran libros según una racionalidad
económica, sino que también es un espacio que presenta una experiencia de consumo
cultural socialmente muy densa en donde se expresan, casi de manera natural, los valores
simbólicos que se suelen atribuir al libro y la lectura.
La pregunta que guía esta investigación es la siguiente: ¿por qué los libros y la lectura
son importantes y necesarios para los agentes en el mercado de libros del jirón Amazonas?
Esta pregunta, aunque aparenta ser simple, permite reflexionar la manera en que el consumo
cultural de libros, así como las acciones, las ideas, las disposiciones y los deseos individuales
orientados a estos capitales culturales, tienen una relación estrecha con un contexto
estructural específico y con un modelo de sociedad articulado por la formación escolar.
Esta investigación indaga en el sentido común, problematiza sobre aquello que orienta
a los agentes de este espacio hacia el libro y la lectura de manera casi ‘natural’ y explica cómo
la distinción social por medio de los libros y la lectura es un elemento central para entender
el consumo en un espacio como el mercado Amazonas. Aquello ‘cultural’ y ‘simbólico’ de los
libros tiene un efecto importante en la manera en que estos son consumidos (apropiados),
pero también en lo que los agentes piensan de sí mismos y en lo que piensan de los otros
(lectores y no lectores). Este documento presenta una mirada crítica de aquello que se dice y
se piensa de los libros y la lectura, así como algunas reflexiones para entender cómo se
construye el prestigio y la legitimidad social por medio de su consumo.",http://hdl.handle.net/20.500.12404/18542,Hacia una sociología del libro y la lectura en el Perú: consumo cultural y distinción social en la “Feria de Libros Amazonas”,Sociología
